Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
N/A	N/A	Retail	"210,000 AED/year"	"Azizi Riviera 31, Meydan One, Meydan, Dubai"	N/A	N/A	580 sqft
N/A	N/A	Office Space	"160,560 AED/year"	"Blue Tower, Sheikh Zayed Road, Dubai"	N/A	1	892 sqft
N/A	N/A	Office Space	"318,945 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	N/A	"1,933 sqft"
N/A	N/A	Office Space	"807,400 AED/year"	"Voco Dubai, Sheikh Zayed Road, Dubai"	N/A	2	"3,670 sqft"
N/A	N/A	Office Space	"154,999 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	2	215 sqft
N/A	N/A	Office Space	"222,000 AED/year"	"Hills Business Park, Dubai Hills Estate, Dubai"	N/A	2	250 sqft
N/A	N/A	Warehouse	"90,000 AED/year"	"Industrial Area 8, Sharjah Industrial Area, Sharjah"	N/A	1	"1,500 sqft"
N/A	N/A	Office Space	"30,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	200 sqft
N/A	N/A	Office Space	"150,000 AED/year"	"White Swan Building, Sheikh Zayed Road, Dubai"	N/A	2	"1,450 sqft"
N/A	N/A	Business Centre	"76,500 AED/year"	"Al Attar Grand Building, Mankhool, Bur Dubai, Dubai"	N/A	N/A	635 sqft
N/A	N/A	Office Space	"106,999 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	1	484 sqft
N/A	N/A	Warehouse	"200,000 AED/year"	"Ras Al Khor Industrial 2, Ras Al Khor Industrial, Ras Al Khor, Dubai"	N/A	N/A	"2,850 sqft"
N/A	N/A	Retail	"230,000 AED/year"	"AZIZI Riviera 46, Meydan One, Meydan, Dubai"	N/A	N/A	630 sqft
N/A	N/A	Retail	"130,000 AED/year"	"Azizi Riviera 22, Meydan One, Meydan, Dubai"	N/A	N/A	285 sqft
N/A	N/A	Retail	"130,000 AED/year"	"AZIZI Riviera 39, Meydan One, Meydan, Dubai"	N/A	1	320 sqft
N/A	N/A	Office Space	"380,000 AED/year"	"Al Saada Tower, Muroor Area, Abu Dhabi"	N/A	N/A	"4,574 sqft"
N/A	N/A	Office Space	"365,000 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	1	780 sqft
N/A	N/A	Shop	"230,459 AED/year"	"Umm Suqeim 1, Umm Suqeim, Dubai"	N/A	1	523 sqft
N/A	N/A	Land	"649,999 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	N/A	"60,000 sqft"
N/A	N/A	Office Space	"216,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	1	900 sqft
N/A	N/A	Office Space	"17,000 AED/year"	"Mazyad Mall Tower 3, Mazyad Mall, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	160 sqft
N/A	N/A	Office Space	"61,524 AED/year"	"AL NOQHITA, Deira, Dubai"	N/A	N/A	512 sqft
N/A	N/A	Warehouse	"1,691,000 AED/year"	"Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	4	"17,800 sqft"
N/A	N/A	Office Space	"35,000 AED/year"	"The Prime Tower, Business Bay, Dubai"	N/A	4	150 sqft
N/A	N/A	Office Space	"90,000 AED/year"	"Oud Metha Building, Oud Metha, Bur Dubai, Dubai"	N/A	4	280 sqft
N/A	N/A	Office Space	"157,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	4	"1,748 sqft"
N/A	N/A	Retail	"650,000 AED/year"	"Khalidiya Street, Al Khalidiya, Abu Dhabi"	N/A	N/A	"3,229 sqft"
N/A	N/A	Office Space	"86,360 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	1	508 sqft
N/A	N/A	Warehouse	"2,000,000 AED/year"	"Al Quoz 3, Al Quoz, Dubai"	N/A	N/A	"8,000 sqft"
N/A	N/A	Office Space	"20,000 AED/year"	"Khalidiya Centre, Cornich Al Khalidiya, Al Khalidiya, Abu Dhabi"	N/A	4	120 sqft
N/A	N/A	Office Space	"150,800 AED/year"	"Hamsah A, Al Karama, Dubai"	N/A	1	"1,160 sqft"
N/A	N/A	Office Space	"35,000 AED/year"	"Al Awadhi Tower, Sheikh Hamad Bin Abdullah St., Fujairah"	N/A	1	961 sqft
N/A	N/A	Office Space	"14,800 AED/year"	"Al Qusais 2, Al Qusais Residential Area, Al Qusais, Dubai"	N/A	4	100 sqft
N/A	N/A	Labor Camp	"24,000 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	7+	200 sqft
N/A	N/A	Office Space	"129,999 AED/year"	"HDS Business Centre, JLT Cluster M, Jumeirah Lake Towers, Dubai"	N/A	1	"1,086 sqft"
N/A	N/A	Labor Camp	"480,000 AED/year"	"Sharjah Industrial Area, Sharjah"	N/A	7+	"15,000 sqft"
N/A	N/A	Office Space	"579,260 AED/year"	"Nassima Tower, Sheikh Zayed Road, Dubai"	N/A	1	"2,633 sqft"
N/A	N/A	Office Space	"86,700 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	N/A	510 sqft
N/A	N/A	Shop	"221,600 AED/year"	"Maktoum Road Building, Riggat Al Buteen, Deira, Dubai"	N/A	N/A	"1,108 sqft"
N/A	N/A	Office Space	"404,580 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	2	"2,452 sqft"
N/A	N/A	Office Space	"1,436,710 AED/year"	"Building 3, Emaar Square, Downtown Dubai, Dubai"	N/A	N/A	"3,883 sqft"
N/A	N/A	Business Centre	"25,000 AED/year"	"Al Rostamani Building, Port Saeed, Deira, Dubai"	N/A	1	150 sqft
N/A	N/A	Office Space	"38,000 AED/year"	"Health care City, Dubai Healthcare City, Bur Dubai, Dubai"	N/A	4	100 sqft
N/A	N/A	Retail	"250,000 AED/year"	"Al Barsha South 2, Al Barsha South, Al Barsha, Dubai"	N/A	1	"2,000 sqft"
N/A	N/A	Office Space	"3,130,680 AED/year"	"HDS Business Centre, JLT Cluster M, Jumeirah Lake Towers, Dubai"	N/A	1	"8,944 sqft"
N/A	N/A	Office Space	"861,484 AED/year"	"Mazaya Business Avenue BB2, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	2	"6,626 sqft"
N/A	N/A	Business Centre	"58,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	1	220 sqft
N/A	N/A	Office Space	"67,122 AED/year"	"AL NOQHITA, Deira, Dubai"	N/A	N/A	610 sqft
N/A	N/A	Office Space	"216,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	1	901 sqft
N/A	N/A	Labor Camp	"1,231,200 AED/year"	"Industrial Area 15, Sharjah Industrial Area, Sharjah"	N/A	7+	"10,225 sqft"
N/A	N/A	Show Room	"2,600,000 AED/year"	"Electra Tower, Electra Street, Abu Dhabi"	N/A	N/A	"19,375 sqft"
N/A	N/A	Show Room	"3,650,000 AED/year"	"Al Nahyan, Abu Dhabi"	N/A	N/A	"26,909 sqft"
N/A	N/A	Office Space	"30,000 AED/year"	"Al Mussalla, Al Souk Al Kabeer, Bur Dubai, Dubai"	N/A	4	191 sqft
N/A	N/A	Retail	"140,000 AED/year"	"Riviera, Dubai Waterfront, Dubai"	N/A	1	370 sqft
N/A	N/A	Office Space	"65,000 AED/year"	"Fairmont Hotel, Sheikh Zayed Road, Dubai"	N/A	1	100 sqft
N/A	N/A	Retail	"312,000 AED/year"	"Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"	N/A	2	"1,114 sqft"
N/A	N/A	Warehouse	"55,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"1,200 sqft"
N/A	N/A	Office Space	"110,000 AED/year"	"Armada Tower 2, JLT Cluster P, Jumeirah Lake Towers, Dubai"	N/A	1	875 sqft
N/A	N/A	Office Space	"215,600 AED/year"	"Emerald Tower, Khalifa Street, Abu Dhabi"	N/A	N/A	"4,217 sqft"
N/A	N/A	Office Space	"1,530,000 AED/year"	"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	3	"7,650 sqft"
N/A	N/A	Office Space	"130,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
N/A	N/A	Office Space	"134,160 AED/year"	"Gold Tower (Au Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	559 sqft
N/A	N/A	Office Space	"400,000 AED/year"	"The Offices By Archetype Properties, Arjan, Dubai"	N/A	1	"1,387 sqft"
N/A	N/A	Office Space	"4,875,000 AED/year"	"HSBC Tower, Downtown Dubai, Dubai"	N/A	4	"19,500 sqft"
N/A	N/A	Office Space	"40,000 AED/year"	"Al Dana Centre, Al Muraqqabat, Deira, Dubai"	N/A	2	245 sqft
N/A	N/A	Office Space	"37,000 AED/year"	"Al Dana Centre, Al Muraqqabat, Deira, Dubai"	N/A	2	170 sqft
N/A	N/A	Business Centre	"5,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	150 sqft
N/A	N/A	Business Centre	"6,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	150 sqft
N/A	N/A	Labor Camp	"18,000 AED/year"	"Ajman Industrial 1, Ajman Industrial Area, Ajman"	N/A	7+	200 sqft
N/A	N/A	Show Room	"600,000 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	1	"5,000 sqft"
N/A	N/A	Warehouse	"90,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"2,200 sqft"
N/A	N/A	Office Space	"273,000 AED/year"	"Nassima Tower, Sheikh Zayed Road, Dubai"	N/A	1	"1,300 sqft"
N/A	N/A	Office Space	"178,500 AED/year"	"Fairmont Hotel, Sheikh Zayed Road, Dubai"	N/A	1	714 sqft
N/A	N/A	Office Space	"406,250 AED/year"	"Fairmont Hotel, Sheikh Zayed Road, Dubai"	N/A	1	"1,625 sqft"
N/A	N/A	Office Space	"40,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	1	140 sqft
N/A	N/A	Retail	"280,000 AED/year"	"Azizi Riviera 19, Meydan One, Meydan, Dubai"	N/A	N/A	872 sqft
N/A	N/A	Show Room	"1,300,000 AED/year"	"Corniche Road, Abu Dhabi"	N/A	N/A	"16,146 sqft"
N/A	N/A	Retail	"966,264 AED/year"	"WAFI Mall, Umm Hurair 2, Umm Hurair, Dubai"	N/A	1	"4,201 sqft"
N/A	N/A	Retail	"849,600 AED/year"	"WAFI Mall, Umm Hurair 2, Umm Hurair, Dubai"	N/A	1	"4,720 sqft"
N/A	N/A	Retail	"319,689 AED/year"	"WAFI Mall, Umm Hurair 2, Umm Hurair, Dubai"	N/A	1	"1,776 sqft"
N/A	N/A	Retail	"270,720 AED/year"	"WAFI Mall, Umm Hurair 2, Umm Hurair, Dubai"	N/A	1	"1,128 sqft"
N/A	N/A	Office Space	"16,000 AED/year"	"Al Rumaila, Ajman"	N/A	1	120 sqft
N/A	N/A	Office Space	"86,700 AED/year"	"Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	1	510 sqft
N/A	N/A	Office Space	"6,000 AED/year"	"Ajman Downtown, Ajman"	N/A	1	125 sqft
N/A	N/A	Office Space	"6,000 AED/year"	"Ajman Industrial Area, Ajman"	N/A	1	145 sqft
N/A	N/A	Office Space	"110,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	2	300 sqft
N/A	N/A	Shop	"68,100 AED/year"	"Al Nahda 1, Al Nahda, Dubai"	N/A	N/A	454 sqft
N/A	N/A	Office Space	"509,750 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	1	"4,078 sqft"
N/A	N/A	Shop	"76,000 AED/year"	"Morocco Cluster, International City, Dubai"	N/A	1	850 sqft
N/A	N/A	Shop	"56,000 AED/year"	"Morocco Cluster, International City, Dubai"	N/A	1	624 sqft
N/A	N/A	Business Centre	"25,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	150 sqft
VERIFIED	N/A	Office Space	"74,999 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	314 sqft
VERIFIED	N/A	Office Space	"160,000 AED/year"	"Indigo Icon, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	1	"1,095 sqft"
N/A	N/A	Office Space	"64,788 AED/year"	"The Offices 1, One Central, World Trade Center, Dubai"	N/A	1	108 sqft
N/A	N/A	Office Space	"75,000 AED/year"	"Sheikh Rashid Tower, World Trade Center, Dubai"	N/A	2	200 sqft
N/A	N/A	Office Space	"43,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	2	180 sqft
N/A	SUPERAGENT	Shop	"145,000 AED/year"	"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	467 sqft
N/A	N/A	Retail	"230,000 AED/year"	"The Crescent, Palm Jumeirah, Dubai"	N/A	1	524 sqft
N/A	N/A	Office Space	"179,025 AED/year"	"Capital Golden Tower, Business Bay, Dubai"	N/A	2	"1,155 sqft"
N/A	N/A	Office Space	"225,000 AED/year"	"Opal Tower, Business Bay, Dubai"	N/A	1	"1,312 sqft"
N/A	N/A	Office Space	"100,000 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	1	646 sqft
N/A	N/A	Office Space	"110,000 AED/year"	"Diamond Business Center 2, Arjan, Dubai"	N/A	N/A	711 sqft
N/A	N/A	Villa	"2,000,000 AED/year"	"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai"	N/A	3	"11,000 sqft"
N/A	N/A	Office Space	"579,250 AED/year"	"Nassima Tower, Sheikh Zayed Road, Dubai"	N/A	1	"2,633 sqft"
N/A	N/A	Show Room	"700,000 AED/year"	"Al Qusais Industrial Area 3, Al Qusais Industrial Area, Al Qusais, Dubai"	N/A	1	"4,200 sqft"
N/A	N/A	Office Space	"1,066,951 AED/year"	"Building 24, Dubai Internet City, Dubai"	N/A	2	"4,638 sqft"
N/A	N/A	Office Space	"950,000 AED/year"	"Sky Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"	N/A	N/A	"5,845 sqft"
N/A	N/A	Office Space	"164,520 AED/year"	"Blue Tower, Sheikh Zayed Road, Dubai"	N/A	1	914 sqft
N/A	N/A	Retail	"200,000 AED/year"	"CG Mall, Al Marzouqi Towers, Al Qasimia, Sharjah"	N/A	1	"2,500 sqft"
N/A	N/A	Shop	"120,000 AED/year"	"Naif, Deira, Dubai"	N/A	1	553 sqft
N/A	N/A	Show Room	"503,700 AED/year"	"Al Qusais Industrial Area 4, Al Qusais Industrial Area, Al Qusais, Dubai"	N/A	N/A	"5,037 sqft"
N/A	N/A	Office Space	"225,000 AED/year"	"Platinum Tower (Pt Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,151 sqft"
N/A	N/A	Shop	"310,000 AED/year"	"Port Saeed, Deira, Dubai"	N/A	N/A	"1,400 sqft"
N/A	N/A	Retail	"3,000,000 AED/year"	"Cubes Park, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	N/A	"32,292 sqft"
N/A	N/A	Warehouse	"85,000 AED/year"	"Al Jurf Industrial 1, Al Jurf Industrial, Ajman"	N/A	1	"1,750 sqft"
N/A	N/A	Land	"1,800,000 AED/year"	"Industrial Area 12, Sharjah Industrial Area, Sharjah"	N/A	N/A	"90,000 sqft"
N/A	N/A	Office Space	"430,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	2	"3,202 sqft"
N/A	N/A	Warehouse	"140,000 AED/year"	"Al Sajaa, Sharjah"	N/A	N/A	"3,900 sqft"
N/A	N/A	Office Space	"4,077,400 AED/year"	"Business Park, Dubai South (Dubai World Central), Dubai"	N/A	4	"42,920 sqft"
N/A	N/A	Office Space	"420,000 AED/year"	"The H Hotel, Sheikh Zayed Road, Dubai"	N/A	2	700 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	4	215 sqft
N/A	N/A	Office Space	"700,000 AED/year"	"Sky Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"	N/A	N/A	"4,897 sqft"
N/A	N/A	Shop	"295,250 AED/year"	"Bawabat Al Sharq, Baniyas East, Baniyas, Abu Dhabi"	N/A	1	"1,271 sqft"
N/A	N/A	Office Space	"338,668 AED/year"	"Icon Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"5,791 sqft"
N/A	N/A	Office Space	"54,320 AED/year"	"Marabe Al Dhafra, Madinat Zayed, Abu Dhabi"	N/A	1	835 sqft
VERIFIED	N/A	Office Space	"130,000 AED/year"	"Fortune Tower, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	"1,032 sqft"
N/A	N/A	Office Space	"335,000 AED/year"	"Schon Business Park, Dubai Investment Park (DIP), Dubai"	N/A	1	"4,458 sqft"
N/A	N/A	Office Space	"1,402,100 AED/year"	"Al Moosa Tower 2, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	N/A	"8,012 sqft"
N/A	N/A	Warehouse	"55,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"1,200 sqft"
N/A	N/A	Office Space	"158,750 AED/year"	"Blue Bay Tower, Business Bay, Dubai"	N/A	2	635 sqft
N/A	N/A	Show Room	"517,000 AED/year"	"Al Qusais Industrial Area 4, Al Qusais Industrial Area, Al Qusais, Dubai"	N/A	N/A	"4,129 sqft"
N/A	N/A	Show Room	"70,000 AED/year"	"Marabe Al Dhafra, Madinat Zayed, Abu Dhabi"	N/A	N/A	"1,000 sqft"
N/A	N/A	Show Room	"284,800 AED/year"	"Al Wahda, Sharjah"	N/A	1	"7,120 sqft"
N/A	N/A	Shop	"70,000 AED/year"	"Al Hamidiya 1, Al Hamidiya, Ajman"	N/A	N/A	450 sqft
N/A	N/A	Office Space	"130,000 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	1	"1,430 sqft"
N/A	N/A	Office Space	"120,000 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	1	"1,300 sqft"
N/A	N/A	Labor Camp	"36,000 AED/year"	"Industrial Area 1, Emirates Modern Industrial, Umm Al Quwain"	N/A	7+	350 sqft
N/A	N/A	Office Space	"1,443,400 AED/year"	"Festival Tower, Dubai Festival City, Dubai"	N/A	2	"7,212 sqft"
N/A	N/A	Warehouse	"319,550 AED/year"	"Phase 1, Dubai Investment Park (DIP), Dubai"	N/A	2	"5,810 sqft"
N/A	N/A	Show Room	"3,000,000 AED/year"	"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	4	"28,000 sqft"
N/A	N/A	Office Space	"115,000 AED/year"	"Churchill Executive Tower, Churchill Towers, Business Bay, Dubai"	N/A	N/A	620 sqft
N/A	N/A	Office Space	"725,000 AED/year"	"North Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	1	"1,968 sqft"
N/A	N/A	Labor Camp	"17,850 AED/year"	"M-32, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	220 sqft
N/A	N/A	Shop	"20,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	400 sqft
N/A	N/A	Warehouse	"20,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	400 sqft
N/A	N/A	Office Space	"47,000 AED/year"	"Sheikh Hamad Bin Abdullah St., Fujairah"	N/A	1	"1,354 sqft"
N/A	N/A	Warehouse	"60,000 AED/year"	"Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	1	"1,615 sqft"
N/A	N/A	Warehouse	"36,000 AED/year"	"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	500 sqft
N/A	N/A	Retail	"180,000 AED/year"	"AZIZI Riviera 3, Meydan One, Meydan, Dubai"	N/A	1	517 sqft
N/A	N/A	Office Space	"12,000 AED/year"	"Al Ain Industrial Area, Al Ain"	N/A	1	300 sqft
N/A	N/A	Retail	"275,625 AED/year"	"Sunset Residence, Jumeirah 3, Jumeirah, Dubai"	N/A	2	"1,364 sqft"
N/A	N/A	Retail	"140,000 AED/year"	"Park Towers Podium, Park Towers, DIFC, Dubai"	N/A	N/A	743 sqft
N/A	N/A	Office Space	"65,000 AED/year"	"Health care City, Dubai Healthcare City, Bur Dubai, Dubai"	N/A	4	250 sqft
N/A	N/A	Office Space	"95,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	425 sqft
N/A	N/A	Office Space	"265,000 AED/year"	"Jumeirah Bay X3, JLT Cluster X, Jumeirah Lake Towers, Dubai"	N/A	2	"2,214 sqft"
N/A	N/A	Office Space	"500,000 AED/year"	"A A Tower, Sheikh Zayed Road, Dubai"	N/A	2	"1,840 sqft"
N/A	N/A	Office Space	"190,225 AED/year"	"Shorooq, Mirdif, Dubai"	N/A	1	"1,087 sqft"
N/A	N/A	Retail	"1,714,968 AED/year"	"Qamar 1, Madinat Badr, Al Muhaisnah, Dubai"	N/A	3	"23,821 sqft"
N/A	N/A	Full Floor	"595,000 AED/year"	"Al Remah Tower, Al Hosn, Al Khalidiya, Abu Dhabi"	N/A	N/A	"12,920 sqft"
N/A	N/A	Shop	"24,000 AED/year"	"Al Mahatta, Al Qasimia, Sharjah"	N/A	1	225 sqft
N/A	N/A	Warehouse	"5,500,000 AED/year"	"Technology Park, Dubai"	N/A	3	"215,278 sqft"
N/A	N/A	Office Space	"5,000 AED/year"	"Al Dana Centre, Al Muraqqabat, Deira, Dubai"	N/A	2	150 sqft
N/A	N/A	Office Space	"52,000 AED/year"	"Meena Bazaar, Bur Dubai, Dubai"	N/A	N/A	450 sqft
N/A	N/A	Office Space	"50,000 AED/year"	"Meena Bazaar, Bur Dubai, Dubai"	N/A	N/A	430 sqft
N/A	N/A	Office Space	"120,000 AED/year"	"Al Barsha 1, Al Barsha, Dubai"	N/A	1	"1,100 sqft"
N/A	N/A	Office Space	"52,000 AED/year"	"Al Majaz 3, Al Majaz, Sharjah"	N/A	1	"1,860 sqft"
N/A	N/A	Office Space	"85,000 AED/year"	"Goldcrest Executive, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	854 sqft
N/A	SUPERAGENT	Office Space	"110,000 AED/year"	"Tiffany Tower, JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	1	"1,060 sqft"
N/A	N/A	Business Centre	"54,000 AED/year"	"Anantara Downtown - Business Tower, Business Bay, Dubai"	N/A	2	108 sqft
N/A	N/A	Office Space	"395,000 AED/year"	"Bay Square Building 12, Bay Square, Business Bay, Dubai"	N/A	1	"1,609 sqft"
N/A	N/A	Office Space	"550,000 AED/year"	"Barsha Heights (Tecom), Dubai"	N/A	N/A	"2,800 sqft"
N/A	N/A	Office Space	"410,000 AED/year"	"Barsha Heights (Tecom), Dubai"	N/A	N/A	"2,200 sqft"
N/A	N/A	Office Space	"140,000 AED/year"	"A A Tower, Sheikh Zayed Road, Dubai"	N/A	1	474 sqft
N/A	N/A	Business Centre	"50,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	2	230 sqft
N/A	N/A	Warehouse	"40,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"1,100 sqft"
N/A	N/A	Shop	"534,750 AED/year"	"Baniyas East, Baniyas, Abu Dhabi"	N/A	1	"2,302 sqft"
N/A	N/A	Business Centre	"54,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	1	230 sqft
N/A	N/A	Shop	"12,000 AED/year"	"Al Bataeh, Sharjah"	N/A	1	360 sqft
N/A	N/A	Retail	"334,620 AED/year"	"Gateway Building, Dubai Media City, Dubai"	N/A	N/A	"2,028 sqft"
N/A	N/A	Office Space	"80,000 AED/year"	"Khalifa Street, Central District, Al Ain"	N/A	1	860 sqft
N/A	N/A	Shop	"70,000 AED/year"	"Olivz Residence, International City, Dubai"	N/A	1	459 sqft
N/A	N/A	Warehouse	"50,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"1,100 sqft"
N/A	N/A	Office Space	"137,750 AED/year"	"Yes Business Centre, Al Barsha 1, Al Barsha, Dubai"	N/A	1	980 sqft
N/A	N/A	Retail	"1,400,000 AED/year"	"Al Barsha 3 Villas, Al Barsha 3, Al Barsha, Dubai"	N/A	1	"4,610 sqft"
N/A	N/A	Office Space	"250,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	2	"2,500 sqft"
N/A	N/A	Office Space	"250,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	2	"2,500 sqft"
N/A	N/A	Shop	"120,000 AED/year"	"Naif, Deira, Dubai"	N/A	1	856 sqft
N/A	N/A	Warehouse	"129,999 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"4,000 sqft"
N/A	N/A	Office Space	"215,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	814 sqft
N/A	N/A	Office Space	"200,000 AED/year"	"Al Zahiyah, Abu Dhabi"	N/A	1	"3,604 sqft"
N/A	N/A	Villa	"350,000 AED/year"	"Al Suwaifi, Zakher, Al Ain"	N/A	7+	"5,000 sqft"
N/A	N/A	Office Space	"55,000 AED/year"	"The Prime Tower, Business Bay, Dubai"	N/A	4	160 sqft
N/A	N/A	Office Space	"780,000 AED/year"	"Bay Square Building 6, Bay Square, Business Bay, Dubai"	N/A	N/A	"2,426 sqft"
N/A	N/A	Office Space	"300,000 AED/year"	"I Rise Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"1,102 sqft"
N/A	N/A	Office Space	"32,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	N/A	200 sqft
N/A	N/A	Office Space	"370,824 AED/year"	"The Wave, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"	N/A	N/A	"3,326 sqft"
N/A	N/A	Office Space	"83,000 AED/year"	"Electra Street, Abu Dhabi"	N/A	1	"1,250 sqft"
N/A	N/A	Office Space	"428,200 AED/year"	"Icon Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"2,141 sqft"
N/A	N/A	Office Space	"214,950 AED/year"	"Al Shafar Tower, Barsha Heights (Tecom), Dubai"	N/A	1	"1,433 sqft"
N/A	N/A	Office Space	"264,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	N/A	"1,887 sqft"
N/A	N/A	Office Space	"170,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	N/A	"1,070 sqft"
N/A	N/A	Office Space	"1,040,000 AED/year"	"Dubai Media City, Dubai"	N/A	N/A	"7,000 sqft"
N/A	N/A	Retail	"273,000 AED/year"	"Aykon City Tower C, Aykon City, Business Bay, Dubai"	N/A	N/A	908 sqft
N/A	N/A	Office Space	"75,000 AED/year"	"One Central, World Trade Center, Dubai"	N/A	N/A	150 sqft
N/A	N/A	Shop	"420,000 AED/year"	"Al Warqa'a 1, Al Warqa'a, Dubai"	N/A	1	"2,838 sqft"
N/A	N/A	Half Floor	"400,000 AED/year"	"Al Rawdah, Abu Dhabi"	N/A	3	"3,000 sqft"
N/A	N/A	Retail	"130,000 AED/year"	"Sheikh Zayed Road, Dubai"	N/A	1	450 sqft
N/A	N/A	Office Space	"123,200 AED/year"	"Central District, Al Ain"	N/A	1	"1,658 sqft"
N/A	N/A	Office Space	"120,000 AED/year"	"Al Danah, Abu Dhabi"	N/A	1	"1,819 sqft"
N/A	N/A	Office Space	"92,000 AED/year"	"Al Danah, Abu Dhabi"	N/A	1	990 sqft
