Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
VERIFIED	N/A	Apartment	"275,000 AED/year"	"Port de La Mer, La Mer, Jumeirah, Dubai"	2	2	"1,277 sqft"
N/A	N/A	Apartment	"120,000 AED/year"	"The Icon Casa, Jumeirah Village Circle, Dubai"	2	2	"1,404 sqft"
N/A	N/A	Apartment	"75,000 AED/year"	"The Icon Casa, Jumeirah Village Circle, Dubai"	1	1	876 sqft
VERIFIED	SUPERAGENT	Villa	"205,000 AED/year"	"Joy, Arabian Ranches 3, Dubai"	4	5	"2,406 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"180,000 AED/year"	"Avani Palm View Hotel & Suites, Dubai Media City, Dubai"	1	2	667 sqft
N/A	SUPERAGENT	Hotel & Hotel Apartment	"425,000 AED/year"	"Avani Palm View Hotel & Suites, Dubai Media City, Dubai"	3	3	"1,776 sqft"
VERIFIED	SUPERAGENT	Apartment	"48,000 AED/year"	"Hanover Square, Jumeirah Village Circle, Dubai"	studio	1	400 sqft
VERIFIED	SUPERAGENT	Apartment	"47,999 AED/year"	"Starz Tower 1, Starz by Danube, Al Furjan, Dubai"	studio	1	410 sqft
VERIFIED	N/A	Apartment	"120,000 AED/year"	"Residences 16, District One, Mohammed Bin Rashid City, Dubai"	1	2	754 sqft
VERIFIED	SUPERAGENT	Townhouse	"240,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	3	3	"2,744 sqft"
N/A	SUPERAGENT	Apartment	"150,000 AED/year"	"United Square, Al Khalidiya, Abu Dhabi"	3	4	"2,000 sqft"
N/A	SUPERAGENT	Apartment	"120,000 AED/year"	"Nation Towers, Corniche Road, Abu Dhabi"	2	2	"1,359 sqft"
N/A	SUPERAGENT	Apartment	"149,400 AED/year"	"Dalma Residence, Hamdan Street, Abu Dhabi"	3	5	"2,400 sqft"
N/A	SUPERAGENT	Apartment	"134,999 AED/year"	"Meera MAAM Residence, Corniche Road, Abu Dhabi"	2	3	"1,310 sqft"
N/A	SUPERAGENT	Apartment	"169,999 AED/year"	"Al Sahel Tower 1, Al Sahel Towers, Corniche Road, Abu Dhabi"	4	5	"2,460 sqft"
N/A	SUPERAGENT	Apartment	"199,999 AED/year"	"Landmark Tower, Corniche Road, Abu Dhabi"	3	4	"2,750 sqft"
N/A	SUPERAGENT	Apartment	"145,932 AED/year"	"Burj Mohammed Bin Rashid at WTC, Corniche Road, Abu Dhabi"	3	5	"2,410 sqft"
N/A	SUPERAGENT	Apartment	"169,999 AED/year"	"Beach Rotana, Tourist Club Area, Abu Dhabi"	2	3	"1,793 sqft"
N/A	SUPERAGENT	Apartment	"230,000 AED/year"	"Beach Rotana, Tourist Club Area, Abu Dhabi"	3	5	"2,750 sqft"
N/A	SUPERAGENT	Apartment	"169,999 AED/year"	"Etihad Tower 3, Etihad Towers, Corniche Road, Abu Dhabi"	3	4	"2,030 sqft"
N/A	SUPERAGENT	Apartment	"119,999 AED/year"	"Al Sahel Tower 1, Al Sahel Towers, Corniche Road, Abu Dhabi"	2	3	"1,600 sqft"
N/A	SUPERAGENT	Apartment	"156,000 AED/year"	"Royal Tower, Hamdan Street, Abu Dhabi"	3	4	"2,460 sqft"
N/A	SUPERAGENT	Apartment	"134,999 AED/year"	"Al Jowhara Tower, Corniche Road, Abu Dhabi"	2	3	"1,400 sqft"
N/A	SUPERAGENT	Villa	"265,000 AED/year"	"Sunset Mall, Jumeirah 3, Jumeirah, Dubai"	2	3	"1,500 sqft"
VERIFIED	SUPERAGENT	Apartment	"100,000 AED/year"	"Al Ghozlan 4, Al Ghozlan, Greens, Dubai"	1	1	754 sqft
VERIFIED	SUPERAGENT	Apartment	"140,000 AED/year"	"Damac Heights, Dubai Marina, Dubai"	1	2	"1,021 sqft"
VERIFIED	N/A	Apartment	"185,000 AED/year"	"The Address Dubai Mall, Downtown Dubai, Dubai"	1	2	746 sqft
N/A	N/A	Villa	"89,999 AED/year"	"Al Helio 1, Al Helio, Ajman"	5	5	"4,000 sqft"
VERIFIED	N/A	Apartment	"185,000 AED/year"	"Maurya, Grandeur Residences, Palm Jumeirah, Dubai"	2	4	"1,756 sqft"
N/A	SUPERAGENT	Apartment	"140,000 AED/year"	"Dusit Hotel, Sheikh Zayed Road, Dubai"	2	2	"1,450 sqft"
N/A	SUPERAGENT	Apartment	"220,000 AED/year"	"Dusit Hotel, Sheikh Zayed Road, Dubai"	3	3	"2,200 sqft"
VERIFIED	N/A	Apartment	"85,000 AED/year"	"Binghatti Galaxy Tower B, Binghatti Galaxy, Jumeirah Village Circle, Dubai"	1	1	611 sqft
VERIFIED	N/A	Apartment	"399,999 AED/year"	"The Palm Tower, Palm Jumeirah, Dubai"	1	2	"1,107 sqft"
VERIFIED	SUPERAGENT	Villa	"190,000 AED/year"	"Casa Viva, Serena, Dubai Land, Dubai"	3	4	"2,663 sqft"
N/A	N/A	Apartment	"37,999 AED/year"	"Bukhara Street, Al Nahda, Sharjah"	1	2	900 sqft
N/A	SUPERAGENT	Apartment	"30,000 AED/year"	"Madinat Al Riyad, Abu Dhabi"	studio	1	670 sqft
N/A	SUPERAGENT	Apartment	"35,000 AED/year"	"Shakhbout City, Abu Dhabi"	1	1	900 sqft
VERIFIED	SUPERAGENT	Apartment	"63,000 AED/year"	"The Imperial Residence B, The Imperial Residence, Jumeirah Village Triangle, Dubai"	1	2	771 sqft
N/A	SUPERAGENT	Apartment	"29,991 AED/year"	"Al Mamzar Plaza, Al Taawun Street, Al Taawun, Sharjah"	1	1	940 sqft
N/A	SUPERAGENT	Apartment	"30,988 AED/year"	"Al Nahda Complex, Al Nahda, Sharjah"	1	1	977 sqft
N/A	SUPERAGENT	Apartment	"34,000 AED/year"	"Lootah Tower, Al Nahda, Sharjah"	1	1	980 sqft
VERIFIED	SUPERAGENT	Villa	"900,000 AED/year"	"Millennium Estates, Meydan Gated Community, Meydan, Dubai"	5	7	"10,344 sqft"
N/A	SUPERAGENT	Apartment	"220,000 AED/year"	"Qaryat Al Hidd, Saadiyat Island, Abu Dhabi"	3	4	"2,430 sqft"
VERIFIED	N/A	Villa	"230,000 AED/year"	"Al Reem 3, Al Reem, Arabian Ranches, Dubai"	3	3	"3,094 sqft"
VERIFIED	N/A	Villa	"298,000 AED/year"	"Springs 15, The Springs, Dubai"	3	3	"3,887 sqft"
VERIFIED	N/A	Villa	"350,000 AED/year"	"Springs 8, The Springs, Dubai"	3	4	"3,295 sqft"
VERIFIED	SUPERAGENT	Apartment	"90,000 AED/year"	"Soho Square, Saadiyat Island, Abu Dhabi"	1	2	833 sqft
N/A	SUPERAGENT	Apartment	"36,990 AED/year"	"Muwaileh 29 Building, Muwaileh, Sharjah"	1	2	910 sqft
N/A	SUPERAGENT	Apartment	"36,000 AED/year"	"Muwaileh 29 Building, Muwaileh, Sharjah"	1	2	980 sqft
N/A	SUPERAGENT	Apartment	"49,999 AED/year"	"Uptown Al Zahia, Al Zahia, Muwaileh Commercial, Sharjah"	1	1	850 sqft
VERIFIED	SUPERAGENT	Townhouse	"198,000 AED/year"	"Cherrywoods, Dubai Land, Dubai"	3	4	"2,713 sqft"
N/A	SUPERAGENT	Apartment	"65,000 AED/year"	"Pacific Polynesia, Pacific, Al Marjan Island, Ras Al Khaimah"	1	2	745 sqft
N/A	SUPERAGENT	Villa	"125,000 AED/year"	"Flamingo Villas, Mina Al Arab, Ras Al Khaimah"	3	4	"2,320 sqft"
VERIFIED	SUPERAGENT	Villa	"200,000 AED/year"	"Mira Oasis 2, Mira Oasis, Reem, Dubai"	4	4	"2,888 sqft"
VERIFIED	SUPERAGENT	Apartment	"240,000 AED/year"	"Nad Al Sheba Villas, Nad Al Sheba 3, Nad Al Sheba, Dubai"	4	5	"5,049 sqft"
VERIFIED	SUPERAGENT	Villa	"84,999 AED/year"	"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi"	2	3	"1,204 sqft"
VERIFIED	SUPERAGENT	Villa	"104,999 AED/year"	"Contemporary Style, Al Reef Villas, Al Reef, Abu Dhabi"	3	4	"1,837 sqft"
N/A	SUPERAGENT	Apartment	"44,999 AED/year"	"Zakhir Tower 3, Zakhir Towers, Al Taawun, Sharjah"	2	3	"1,576 sqft"
VERIFIED	SUPERAGENT	Apartment	"150,000 AED/year"	"La Sirene Building 5, La Mer, Jumeirah, Dubai"	1	1	817 sqft
VERIFIED	SUPERAGENT	Apartment	"320,000 AED/year"	"Mulberry 1, Park Heights, Dubai Hills Estate, Dubai"	3	4	"2,452 sqft"
VERIFIED	N/A	Townhouse	"400,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	4	4	"3,013 sqft"
N/A	SUPERAGENT	Apartment	"38,000 AED/year"	"Al Shaiba Building 183, Al Nahda, Sharjah"	1	2	"1,000 sqft"
VERIFIED	N/A	Apartment	"225,000 AED/year"	"Jash Falqa, Shoreline Apartments, Palm Jumeirah, Dubai"	2	3	"1,550 sqft"
N/A	N/A	Villa	"135,000 AED/year"	"Marbella, Mina Al Arab, Ras Al Khaimah"	3	4	"2,559 sqft"
VERIFIED	N/A	Apartment	"64,999 AED/year"	"AZIZI Riviera 46, Meydan One, Meydan, Dubai"	studio	1	302 sqft
VERIFIED	SUPERAGENT	Villa	"495,000 AED/year"	"Legacy, Jumeirah Park, Dubai"	4	5	"9,572 sqft"
VERIFIED	SUPERAGENT	Apartment	"90,000 AED/year"	"Taya Residences, Al Furjan, Dubai"	1	2	866 sqft
VERIFIED	SUPERAGENT	Apartment	"80,000 AED/year"	"Taya Residences, Al Furjan, Dubai"	1	2	776 sqft
VERIFIED	SUPERAGENT	Apartment	"105,000 AED/year"	"Jumeirah Bay X1, JLT Cluster X, Jumeirah Lake Towers, Dubai"	1	2	980 sqft
VERIFIED	N/A	Townhouse	"214,999 AED/year"	"Elan, Tilal Al Ghaf, Dubai"	3	4	"2,152 sqft"
N/A	SUPERAGENT	Apartment	"45,000 AED/year"	"Al Taawun Street, Al Taawun, Sharjah"	3	3	"2,200 sqft"
VERIFIED	SUPERAGENT	Apartment	"155,000 AED/year"	"The Sterling West, The Sterling, Business Bay, Dubai"	1	2	973 sqft
N/A	N/A	Villa	"110,000 AED/year"	"Marbella, Mina Al Arab, Ras Al Khaimah"	2	4	"2,300 sqft"
N/A	SUPERAGENT	Apartment	"42,000 AED/year"	"Pacific Samoa, Pacific, Al Marjan Island, Ras Al Khaimah"	studio	1	455 sqft
N/A	SUPERAGENT	Apartment	"34,999 AED/year"	"Jamal Abdul Nasser Street, Al Majaz, Sharjah"	2	1	"1,500 sqft"
N/A	SUPERAGENT	Apartment	"39,999 AED/year"	"Al Majaz 3, Al Majaz, Sharjah"	2	2	"1,500 sqft"
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Waters Edge, Yas Island, Abu Dhabi"	1	1	693 sqft
VERIFIED	SUPERAGENT	Villa	"400,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	4	4	"6,135 sqft"
VERIFIED	SUPERAGENT	Villa	"500,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	5	6	"4,021 sqft"
VERIFIED	SUPERAGENT	Townhouse	"290,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	4	4	"3,617 sqft"
N/A	SUPERAGENT	Apartment	"37,997 AED/year"	"Al Zain Tower, Al Nahda, Sharjah"	1	2	"1,050 sqft"
N/A	SUPERAGENT	Apartment	"47,998 AED/year"	"Aliya Tower, Al Nahda, Sharjah"	2	3	"1,850 sqft"
N/A	SUPERAGENT	Apartment	"44,998 AED/year"	"New Al Taawun Road, Al Taawun, Sharjah"	2	3	"1,775 sqft"
N/A	SUPERAGENT	Apartment	"28,994 AED/year"	"Zakhir Tower 1, Zakhir Towers, Al Taawun, Sharjah"	1	1	875 sqft
N/A	SUPERAGENT	Apartment	"43,000 AED/year"	"Souks Residential, Al Mamsha, Muwaileh, Sharjah"	1	1	650 sqft
N/A	SUPERAGENT	Apartment	"30,000 AED/year"	"Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi"	1	1	650 sqft
N/A	SUPERAGENT	Villa	"230,000 AED/year"	"Gardenia, Al Raha Golf Gardens, Abu Dhabi"	4	6	"3,983 sqft"
VERIFIED	SUPERAGENT	Apartment	"195,000 AED/year"	"Building 5, City Walk, Dubai"	1	2	"1,159 sqft"
N/A	SUPERAGENT	Apartment	"53,000 AED/year"	"Al Bandary Tower A, Al Bandary Twin Towers, Al Khan, Sharjah"	2	2	"1,656 sqft"
N/A	SUPERAGENT	Apartment	"42,000 AED/year"	"Ewan 3, Al Nahda, Sharjah"	2	2	"1,000 sqft"
N/A	SUPERAGENT	Apartment	"40,000 AED/year"	"EWAN 2, Al Taawun Street, Al Taawun, Sharjah"	2	2	"1,000 sqft"
N/A	SUPERAGENT	Apartment	"38,000 AED/year"	"Al Thani Muwaileh, Muwaileh Commercial, Sharjah"	1	2	"1,100 sqft"
N/A	SUPERAGENT	Apartment	"45,000 AED/year"	"Al Thani Building, Al Khan, Sharjah"	2	2	"1,100 sqft"
N/A	SUPERAGENT	Apartment	"28,000 AED/year"	"Bottle building, Abu shagara, Sharjah"	2	2	"1,000 sqft"
N/A	SUPERAGENT	Apartment	"33,999 AED/year"	"Jasmine Towers, Garden City, Ajman"	2	2	"1,450 sqft"
N/A	SUPERAGENT	Apartment	"50,999 AED/year"	"Bukhara Street, Al Nahda, Sharjah"	2	3	"1,650 sqft"
VERIFIED	SUPERAGENT	Villa	"400,000 AED/year"	"Harmony 1, Harmony, Tilal Al Ghaf, Dubai"	4	5	"4,469 sqft"
N/A	SUPERAGENT	Townhouse	"139,994 AED/year"	"Sendian, Masaar, Tilal City, Sharjah"	3	4	"3,250 sqft"
VERIFIED	SUPERAGENT	Villa	"350,000 AED/year"	"Regional, Jumeirah Park, Dubai"	3	5	"6,304 sqft"
VERIFIED	SUPERAGENT	Villa	"300,000 AED/year"	"180 Degrees Villas, Liwan, Dubai Land, Dubai"	5	5	"2,720 sqft"
VERIFIED	N/A	Apartment	"300,000 AED/year"	"Canal Front Residence 6, Canal Front Residences, Al Wasl, Dubai"	2	3	"1,588 sqft"
VERIFIED	SUPERAGENT	Villa	"590,000 AED/year"	"Sur La Mer, La Mer, Jumeirah, Dubai"	4	6	"3,832 sqft"
VERIFIED	N/A	Apartment	"65,000 AED/year"	"Rose 1, Emirates Gardens 1, Jumeirah Village Circle, Dubai"	1	2	884 sqft
VERIFIED	SUPERAGENT	Apartment	"100,000 AED/year"	"Ghalia, District 18, Jumeirah Village Circle, Dubai"	2	3	"1,124 sqft"
VERIFIED	SUPERAGENT	Apartment	"75,000 AED/year"	"Samana Hills, Arjan, Dubai"	1	2	581 sqft
N/A	SUPERAGENT	Villa	"110,000 AED/year"	"Marbella, Mina Al Arab, Ras Al Khaimah"	2	3	"2,577 sqft"
N/A	SUPERAGENT	Apartment	"68,000 AED/year"	"The Bridge, Dubai Sports City, Dubai"	1	1	546 sqft
N/A	SUPERAGENT	Hotel & Hotel Apartment	"170,000 AED/year"	"Element By Westin, Al Jaddaf, Dubai"	2	2	"1,001 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"195,000 AED/year"	"Jewel Of Creek, Port Saeed, Deira, Dubai"	2	3	"1,250 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"340,000 AED/year"	"The H Hotel, Sheikh Zayed Road, Dubai"	3	5	"3,013 sqft"
VERIFIED	SUPERAGENT	Apartment	"170,000 AED/year"	"Park Heights 1, Park Heights, Dubai Hills Estate, Dubai"	2	2	"1,089 sqft"
VERIFIED	N/A	Apartment	"220,000 AED/year"	"Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai"	2	2	"1,143 sqft"
N/A	SUPERAGENT	Apartment	"85,000 AED/year"	"Lagoon B20, The Lagoons, Mina Al Arab, Ras Al Khaimah"	1	2	"1,050 sqft"
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"The Fairways West, The Fairways, The Views, Dubai"	1	1	733 sqft
VERIFIED	SUPERAGENT	Townhouse	"209,999 AED/year"	"Park Residences 4, Park Residences, DAMAC Hills, Dubai"	4	3	"1,915 sqft"
VERIFIED	N/A	Villa	"475,000 AED/year"	"Harmony 2, Harmony, Tilal Al Ghaf, Dubai"	4	4	"4,871 sqft"
VERIFIED	N/A	Apartment	"170,000 AED/year"	"Central Park Building 1, Central Park at City Walk, City Walk, Dubai"	1	1	950 sqft
VERIFIED	SUPERAGENT	Duplex	"249,000 AED/year"	"Al Naseem Residences C, Al Bandar, Al Raha Beach, Abu Dhabi"	3	4	"3,512 sqft"
VERIFIED	SUPERAGENT	Apartment	"170,000 AED/year"	"Burj Views B, Burj Views, Downtown Dubai, Dubai"	2	3	"1,362 sqft"
VERIFIED	SUPERAGENT	Apartment	"130,000 AED/year"	"Boulevard Point, Downtown Dubai, Dubai"	1	1	795 sqft
N/A	SUPERAGENT	Apartment	"120,000 AED/year"	"Electra Tower, Electra Street, Abu Dhabi"	2	2	"1,320 sqft"
N/A	SUPERAGENT	Apartment	"180,000 AED/year"	"Beach Rotana, Tourist Club Area, Abu Dhabi"	2	4	"1,540 sqft"
N/A	SUPERAGENT	Apartment	"110,000 AED/year"	"Al Jazeera Towers, Hamdan Street, Abu Dhabi"	2	4	"1,650 sqft"
N/A	SUPERAGENT	Apartment	"120,000 AED/year"	"Capital Plaza Tower A, Capital Plaza, Corniche Road, Abu Dhabi"	1	2	890 sqft
N/A	SUPERAGENT	Apartment	"95,000 AED/year"	"Electra Tower, Electra Street, Abu Dhabi"	1	1	850 sqft
N/A	SUPERAGENT	Apartment	"41,990 AED/year"	"Muwaileh 29 Building, Muwaileh, Sharjah"	2	2	"1,550 sqft"
N/A	SUPERAGENT	Apartment	"78,000 AED/year"	"The Matrix, Dubai Sports City, Dubai"	studio	1	607 sqft
VERIFIED	SUPERAGENT	Villa	"360,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	4	5	"5,774 sqft"
VERIFIED	SUPERAGENT	Apartment	"130,000 AED/year"	"Churchill Residency Tower, Churchill Towers, Business Bay, Dubai"	2	3	"1,471 sqft"
VERIFIED	N/A	Apartment	"350,000 AED/year"	"Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai"	2	3	"1,576 sqft"
VERIFIED	N/A	Apartment	"475,000 AED/year"	"Apartment Building 8, Bluewaters Residences, Bluewaters, Dubai"	2	4	"1,666 sqft"
N/A	SUPERAGENT	Apartment	"32,000 AED/year"	"Areej Apartments, Aljada, Sharjah"	studio	1	377 sqft
N/A	SUPERAGENT	Apartment	"135,000 AED/year"	"Etihad Tower 4, Etihad Towers, Corniche Road, Abu Dhabi"	2	3	"1,334 sqft"
N/A	SUPERAGENT	Apartment	"36,000 AED/year"	"Ajman 44 building, Al Hamidiya 1, Al Hamidiya, Ajman"	2	3	"1,300 sqft"
N/A	SUPERAGENT	Apartment	"48,000 AED/year"	"Ajman 44 building, Al Hamidiya 1, Al Hamidiya, Ajman"	3	3	"1,500 sqft"
VERIFIED	SUPERAGENT	Apartment	"849,999 AED/year"	"One Za'abeel The Residences, Zabeel 1, Zabeel, Dubai"	2	3	"2,487 sqft"
VERIFIED	SUPERAGENT	Apartment	"435,000 AED/year"	"Central Park Building 1, Central Park at City Walk, City Walk, Dubai"	3	5	"2,153 sqft"
VERIFIED	SUPERAGENT	Townhouse	"260,000 AED/year"	"Naseem, Mudon, Dubai"	4	5	"3,330 sqft"
VERIFIED	SUPERAGENT	Apartment	"105,000 AED/year"	"Windsor Manor, Business Bay, Dubai"	1	2	"1,110 sqft"
VERIFIED	SUPERAGENT	Apartment	"45,000 AED/year"	"Rukan Tower, Dubai Land, Dubai"	studio	1	461 sqft
N/A	SUPERAGENT	Villa	"700,000 AED/year"	"Sidra Villas II, Sidra Villas, Dubai Hills Estate, Dubai"	5	6	"6,096 sqft"
N/A	SUPERAGENT	Apartment	"199,000 AED/year"	"Forte 1, Forte, Downtown Dubai, Dubai"	2	3	"1,108 sqft"
N/A	SUPERAGENT	Villa	"340,000 AED/year"	"Nad Al Dhabi, Al Jubail Island, Abu Dhabi"	4	6	"7,566 sqft"
VERIFIED	N/A	Villa	"320,000 AED/year"	"Springs 2, The Springs, Dubai"	3	3	"2,500 sqft"
VERIFIED	N/A	Villa	"350,000 AED/year"	"Springs 2, The Springs, Dubai"	3	3	"2,214 sqft"
VERIFIED	SUPERAGENT	Villa	"180,000 AED/year"	"Mira Oasis 2, Mira Oasis, Reem, Dubai"	3	4	"2,550 sqft"
N/A	SUPERAGENT	Apartment	"125,000 AED/year"	"Al Thayyal 3, Al Thayyal, Greens, Dubai"	2	2	"1,134 sqft"
N/A	SUPERAGENT	Apartment	"137,000 AED/year"	"Meera MAAM Residence, Corniche Road, Abu Dhabi"	2	3	"1,600 sqft"
N/A	SUPERAGENT	Apartment	"170,000 AED/year"	"Al Sahel Tower 1, Al Sahel Towers, Corniche Road, Abu Dhabi"	4	5	"2,700 sqft"
VERIFIED	SUPERAGENT	Villa	"400,000 AED/year"	"Western Residence North, Falcon City of Wonders, Dubai"	5	6	"6,400 sqft"
VERIFIED	SUPERAGENT	Villa	"610,000 AED/year"	"The Dunes, Saadiyat Reserve, Saadiyat Island, Abu Dhabi"	5	7	"11,723 sqft"
N/A	SUPERAGENT	Apartment	"29,000 AED/year"	"Rasheed Tower 4, Al Taawun, Sharjah"	1	1	994 sqft
VERIFIED	SUPERAGENT	Apartment	"230,000 AED/year"	"Al Sidir 2, Al Sidir, Greens, Dubai"	3	2	"2,069 sqft"
N/A	SUPERAGENT	Apartment	"40,000 AED/year"	"Fayrouz, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah"	studio	1	580 sqft
VERIFIED	N/A	Apartment	"100,000 AED/year"	"Madina Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	1	2	"1,011 sqft"
N/A	SUPERAGENT	Apartment	"165,000 AED/year"	"Building 20, City Walk, Dubai"	1	2	983 sqft
N/A	SUPERAGENT	Apartment	"28,000 AED/year"	"Royal breeze 2, Royal Breeze, Al Hamra Village, Ras Al Khaimah"	studio	1	452 sqft
VERIFIED	SUPERAGENT	Townhouse	"200,000 AED/year"	"Shams Townhouses, Town Square, Dubai"	4	4	"2,969 sqft"
N/A	N/A	Townhouse	"100,000 AED/year"	"Flamingo Villas, Mina Al Arab, Ras Al Khaimah"	2	3	"2,000 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"224,490 AED/year"	"Cheval Maison The Palm Dubai, Palm Jumeirah, Dubai"	1	2	893 sqft
VERIFIED	N/A	Apartment	"55,000 AED/year"	"Azizi Aliyah, Al Jaddaf, Dubai"	studio	1	434 sqft
VERIFIED	SUPERAGENT	Apartment	"78,000 AED/year"	"Binghatti Venus, Jumeirah Village Circle, Dubai"	1	2	663 sqft
VERIFIED	SUPERAGENT	Townhouse	"265,000 AED/year"	"Elan, Tilal Al Ghaf, Dubai"	4	4	"2,173 sqft"
VERIFIED	N/A	Villa	"279,999 AED/year"	"Al Barsha South 1, Al Barsha South, Al Barsha, Dubai"	4	5	"9,713 sqft"
N/A	SUPERAGENT	Apartment	"37,000 AED/year"	"Sarab 2, Aljada, Sharjah"	1	1	900 sqft
VERIFIED	N/A	Apartment	"170,000 AED/year"	"SLS Dubai Hotel & Residences, Business Bay, Dubai"	1	1	788 sqft
VERIFIED	SUPERAGENT	Apartment	"58,000 AED/year"	"Viridis C, Viridis Residence and Hotel Apartments, Damac Hills 2, Dubai"	1	2	855 sqft
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"Acacia A, Park Heights, Dubai Hills Estate, Dubai"	1	1	726 sqft
N/A	SUPERAGENT	Apartment	"65,000 AED/year"	"Conquer Tower, Sheikh Maktoum Bin Rashid Street, Ajman"	3	3	"2,260 sqft"
VERIFIED	SUPERAGENT	Villa	"185,000 AED/year"	"Ruba, Arabian Ranches 3, Dubai"	3	3	"2,080 sqft"
N/A	SUPERAGENT	Apartment	"27,999 AED/year"	"Al Majaz 1, Al Majaz, Sharjah"	1	1	900 sqft
N/A	SUPERAGENT	Townhouse	"185,000 AED/year"	"Naseem Townhouses, Town Square, Dubai"	4	5	"3,270 sqft"
VERIFIED	N/A	Apartment	"60,000 AED/year"	"Luma 22, Jumeirah Village Circle, Dubai"	studio	1	438 sqft
VERIFIED	SUPERAGENT	Apartment	"78,000 AED/year"	"Binghatti House, Jumeirah Village Circle, Dubai"	1	2	641 sqft
VERIFIED	N/A	Villa	"300,000 AED/year"	"Al Warqa'a 3, Al Warqa'a, Dubai"	6	7	"11,657 sqft"
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Bermuda Views, Dubai Sports City, Dubai"	2	3	"1,195 sqft"
VERIFIED	SUPERAGENT	Apartment	"80,000 AED/year"	"Binghatti Corner, Jumeirah Village Circle, Dubai"	1	2	737 sqft
VERIFIED	SUPERAGENT	Apartment	"77,000 AED/year"	"Binghatti Lavender, Jumeirah Village Circle, Dubai"	1	2	731 sqft
VERIFIED	SUPERAGENT	Apartment	"90,000 AED/year"	"Binghatti Galaxy Tower B, Binghatti Galaxy, Jumeirah Village Circle, Dubai"	1	2	904 sqft
VERIFIED	SUPERAGENT	Apartment	"74,999 AED/year"	"Binghatti Amber, Jumeirah Village Circle, Dubai"	1	2	687 sqft
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"The Signature, Burj Khalifa Area, Downtown Dubai, Dubai"	1	2	877 sqft
VERIFIED	SUPERAGENT	Apartment	"219,990 AED/year"	"Marina Blue Tower, Marina Square, Al Reem Island, Abu Dhabi"	3	4	"3,498 sqft"
N/A	SUPERAGENT	Apartment	"187,000 AED/year"	"Etihad Tower 4, Etihad Towers, Corniche Road, Abu Dhabi"	2	3	"1,367 sqft"
VERIFIED	SUPERAGENT	Townhouse	"230,000 AED/year"	"Elan, Tilal Al Ghaf, Dubai"	3	3	"2,142 sqft"
VERIFIED	SUPERAGENT	Apartment	"60,000 AED/year"	"Westwood Grande, Jumeirah Village Circle, Dubai"	studio	1	436 sqft
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"SOL Avenue, Business Bay, Dubai"	1	2	954 sqft
N/A	SUPERAGENT	Apartment	"26,000 AED/year"	"Shakhbout City, Abu Dhabi"	studio	1	759 sqft
N/A	SUPERAGENT	Apartment	"42,000 AED/year"	"The Spirit, Dubai Sports City, Dubai"	studio	1	349 sqft
N/A	SUPERAGENT	Apartment	"54,000 AED/year"	"The Bridge, Dubai Sports City, Dubai"	studio	1	564 sqft
VERIFIED	N/A	Villa	"580,000 AED/year"	"District One Villas, District One, Mohammed Bin Rashid City, Dubai"	4	6	"3,487 sqft"
VERIFIED	N/A	Villa	"800,000 AED/year"	"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"	5	5	"8,000 sqft"
VERIFIED	SUPERAGENT	Apartment	"310,000 AED/year"	"Jash Falqa, Shoreline Apartments, Palm Jumeirah, Dubai"	2	2	"1,551 sqft"
VERIFIED	SUPERAGENT	Apartment	"170,000 AED/year"	"Central Park Building 1, Central Park at City Walk, City Walk, Dubai"	1	1	955 sqft
VERIFIED	SUPERAGENT	Apartment	"240,000 AED/year"	"Index Tower, DIFC, Dubai"	2	3	"1,837 sqft"
VERIFIED	N/A	Apartment	"72,000 AED/year"	"SOL Bay, Business Bay, Dubai"	studio	1	518 sqft
VERIFIED	SUPERAGENT	Apartment	"120,000 AED/year"	"Elite Downtown Residence, Downtown Dubai, Dubai"	1	2	"1,002 sqft"
VERIFIED	SUPERAGENT	Apartment	"129,990 AED/year"	"Waters Edge, Yas Island, Abu Dhabi"	2	2	"1,078 sqft"
