Verification,Agent,Type,Price,Location,Bedroom,Bathroom,Area
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","Azizi Liatris, Azizi Residence, Al Furjan, Dubai",1,2,921 sqft
N/A,SUPERAGENT,Townhouse,"1,650,000 AED","Camelia, Damac Hills 2, Dubai",3,3,"1,924 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,500,000 AED","Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,322 sqft"
N/A,SUPERAGENT,Villa,"3,656,000 AED","Fay Al Reeman II, Al Shamkha, Abu Dhabi",4,6,"4,197 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,000,000 AED","Maha Townhouses, Town Square, Dubai",4,4,"2,264 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,450,000 AED","Maha Townhouses, Town Square, Dubai",3,2,"2,149 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,400,000 AED","Noor Townhouses, Town Square, Dubai",4,3,"2,368 sqft"
VERIFIED,N/A,Townhouse,"4,000,000 AED","Mediterranean Townhouse, Jumeirah Village Triangle, Dubai",3,3,"2,992 sqft"
VERIFIED,SUPERAGENT,Villa,"5,750,000 AED","Picadilly Green, DAMAC Hills, Dubai",4,5,"4,184 sqft"
N/A,SUPERAGENT,Villa,"2,239,000 AED","Hayyan, Sharjah",3,4,"2,450 sqft"
N/A,SUPERAGENT,Villa,"2,799,000 AED","Sharjah Sustainable City, Sharjah",4,5,"2,800 sqft"
N/A,SUPERAGENT,Land,"125,000 AED","Manama, Ajman",N/A,N/A,"1,900 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,600,000 AED","Harbour Gate Tower 2, Harbour Gate, Dubai Creek Harbour (The Lagoons), Dubai",3,3,"1,650 sqft"
N/A,SUPERAGENT,Apartment,"689,000 AED","Olfah, Muwaileh Commercial, Sharjah",1,2,660 sqft
N/A,SUPERAGENT,Townhouse,"2,240,000 AED","Hayyan, Sharjah",3,4,"2,420 sqft"
N/A,SUPERAGENT,Apartment,"2,690,888 AED","Gem Residences, Maryam Island, Sharjah",3,4,"1,759 sqft"
N/A,SUPERAGENT,Townhouse,"2,619,000 AED","Hayyan, Sharjah",4,4,"2,787 sqft"
N/A,SUPERAGENT,Apartment,"1,649,000 AED","Olfah, Muwaileh Commercial, Sharjah",3,4,"1,495 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers, Dubai",1,2,900 sqft
VERIFIED,SUPERAGENT,Apartment,"6,900,000 AED","Building 11B, City Walk, Dubai",3,3,"2,282 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,800,000 AED","Jasmine Lane, Jumeirah Golf Estates, Dubai",3,3,"2,227 sqft"
N/A,SUPERAGENT,Apartment,"2,797,738 AED","The Roof Residence, Nad Al Sheba 1, Nad Al Sheba, Dubai",2,2,"1,365 sqft"
VERIFIED,N/A,Apartment,"15,000,000 AED","Lamtara 1, Madinat Jumeirah Living, Umm Suqeim, Dubai",3,3,"1,844 sqft"
VERIFIED,SUPERAGENT,Apartment,"600,000 AED","Samana Hills, Arjan, Dubai",studio,1,351 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,800,000 AED","La Rosa 2, Villanova, Dubai Land, Dubai",3,4,"1,822 sqft"
VERIFIED,SUPERAGENT,Villa,"14,000,000 AED","Chorisia 1 Villas, Al Barari, Dubai",5,6,"6,634 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,500,000 AED","Rosebay Living, Meydan Avenue, Meydan, Dubai",3,4,"4,347 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,200,000 AED","Bliss, Arabian Ranches 3, Dubai",4,4,"2,861 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,100,000 AED","Ruba, Arabian Ranches 3, Dubai",3,3,"2,080 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,330,000 AED","The Edge Tower A, The Edge, Business Bay, Dubai",1,1,573 sqft
VERIFIED,SUPERAGENT,Villa,"77,000,000 AED","The Fairway, Dubai Hills, Dubai Hills Estate, Dubai",5,7+,"15,335 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,549,990 AED","Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",1,2,"1,453 sqft"
VERIFIED,SUPERAGENT,Apartment,"949,000 AED","Upper House East, Upper House, Jumeirah Lake Towers, Dubai",studio,1,407 sqft
N/A,SUPERAGENT,Townhouse,"1,729,000 AED","Hayyan, Sharjah",2,4,"1,964 sqft"
N/A,SUPERAGENT,Villa,"5,199,000 AED","Hayyan, Sharjah",4,7,"5,597 sqft"
N/A,SUPERAGENT,Townhouse,"2,239,000 AED","Hayyan, Sharjah",3,5,"2,418 sqft"
N/A,SUPERAGENT,Villa,"7,309,000 AED","Saro, Masaar, Tilal City, Sharjah",5,7+,"6,857 sqft"
N/A,SUPERAGENT,Apartment,"1,349,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",2,3,"1,287 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,600,000 AED","Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,206 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,500,000 AED","Peninsula Two, Peninsula, Business Bay, Dubai",2,2,949 sqft
VERIFIED,SUPERAGENT,Apartment,"8,200,000 AED","Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",3,3,"1,939 sqft"
N/A,SUPERAGENT,Land,"140,000 AED","Manama, Ajman",N/A,N/A,"4,000 sqft"
N/A,SUPERAGENT,Whole Building,"3,800,000 AED","Fire Station Road, Muwaileh, Sharjah",N/A,7+,"3,000 sqft"
N/A,SUPERAGENT,Land,"610,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",N/A,N/A,"3,500 sqft"
N/A,SUPERAGENT,Townhouse,"1,557,000 AED","Reportage Hills, Dubai Land, Dubai",3,4,"1,902 sqft"
N/A,SUPERAGENT,Townhouse,"2,217,000 AED","Reportage Hills, Dubai Land, Dubai",4,5,"2,390 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,350,000 AED","Mediterranean, Canal Residence, Dubai Sports City, Dubai",2,3,"1,411 sqft"
VERIFIED,SUPERAGENT,Apartment,"730,000 AED","Prime Residency 3, Al Furjan, Dubai",studio,1,412 sqft
N/A,SUPERAGENT,Apartment,"1,450,000 AED","Bayviews, Hayat Island, Mina Al Arab, Ras Al Khaimah",2,3,"1,220 sqft"
N/A,SUPERAGENT,Apartment,"1,350,000 AED","Al Hamra Views, Al Hamra Village, Ras Al Khaimah",2,3,"1,299 sqft"
N/A,SUPERAGENT,Apartment,"1,450,000 AED","Royal Breeze 1, Royal Breeze, Al Hamra Village, Ras Al Khaimah",2,3,"1,295 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,700,000 AED","Mudon Al Ranim 2, Mudon, Dubai",3,4,"1,814 sqft"
VERIFIED,SUPERAGENT,Villa,Ask for price,"Ponderosa, The Villa, Dubai Land, Dubai",5,6,"8,600 sqft"
N/A,N/A,Land,"1,100,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",N/A,N/A,"6,200 sqft"
VERIFIED,SUPERAGENT,Villa,"8,100,000 AED","Calida, Victory Heights, Dubai Sports City, Dubai",4,4,"3,500 sqft"
VERIFIED,SUPERAGENT,Townhouse,"5,400,000 AED","Sevilla Village, Victory Heights, Dubai Sports City, Dubai",4,4,"3,693 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,590,000 AED","Serene Gardens 2, Serene Gardens, Discovery Gardens, Dubai",2,3,"1,068 sqft"
N/A,SUPERAGENT,Townhouse,"2,800,000 AED","Mudon Al Ranim 8, Mudon, Dubai",3,4,"1,808 sqft"
VERIFIED,SUPERAGENT,Villa,"23,000,000 AED","Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",4,5,"5,285 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","Canal Front Residence 7, Canal Front Residences, Al Wasl, Dubai",1,2,828 sqft
VERIFIED,N/A,Townhouse,"3,050,000 AED","Maha Townhouses, Town Square, Dubai",4,4,"2,725 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,000,000 AED","Grand Bleu Tower 2, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,282 sqft"
VERIFIED,N/A,Villa,"5,300,000 AED","Golf Links, EMAAR South, Dubai South (Dubai World Central), Dubai",4,4,"4,254 sqft"
VERIFIED,SUPERAGENT,Apartment,"13,500,000 AED","Apartment Building 8, Bluewaters Residences, Bluewaters, Dubai",3,5,"2,099 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,800,000 AED","Apartment Building 3, Bluewaters Residences, Bluewaters, Dubai",2,3,"1,449 sqft"
VERIFIED,SUPERAGENT,Townhouse,"7,000,000 AED","Ixora, Al Barari, Dubai",4,5,"4,940 sqft"
VERIFIED,SUPERAGENT,Villa,"6,300,000 AED","Ixora, Al Barari, Dubai",4,5,"4,940 sqft"
N/A,SUPERAGENT,Townhouse,"1,557,000 AED","Reportage Hills, Dubai Land, Dubai",3,4,"1,902 sqft"
N/A,SUPERAGENT,Apartment,"660,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",2,3,"1,133 sqft"
N/A,SUPERAGENT,Apartment,"500,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",1,2,738 sqft
N/A,SUPERAGENT,Townhouse,"1,003,000 AED","Verdana 2, Dubai Investment Park (DIP), Dubai",2,3,"1,802 sqft"
N/A,SUPERAGENT,Apartment,"888,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",4,4,"1,850 sqft"
N/A,SUPERAGENT,Townhouse,"1,250,000 AED","Verdana 2, Dubai Investment Park (DIP), Dubai",4,5,"3,452 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,600,000 AED","Al Raha Lofts, Al Raha Beach, Abu Dhabi",2,3,"1,385 sqft"
N/A,SUPERAGENT,Apartment,"869,999 AED","Azizi Riviera Beachfront, Meydan One, Meydan, Dubai",1,1,338 sqft
VERIFIED,SUPERAGENT,Villa,"5,000,000 AED","Reem Hills 2, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",4,5,"3,866 sqft"
N/A,SUPERAGENT,Villa,"1,590,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",4,6,"3,014 sqft"
N/A,SUPERAGENT,Villa,"1,500,000 AED","Al Helio 2, Al Helio, Ajman",4,5,"3,300 sqft"
N/A,SUPERAGENT,Villa,"2,250,000 AED","Al Helio 2, Al Helio, Ajman",5,7,"4,000 sqft"
N/A,SUPERAGENT,Villa,"2,200,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",4,7,"4,000 sqft"
VERIFIED,N/A,Apartment,"3,200,000 AED","Al Badia Residences, Dubai Festival City, Dubai",3,4,"2,253 sqft"
VERIFIED,N/A,Townhouse,"8,500,000 AED","Ixora, Al Barari, Dubai",4,5,"1,934 sqft"
VERIFIED,SUPERAGENT,Apartment,"720,000 AED","Jannat, Midtown, Dubai Production City (IMPZ), Dubai",studio,1,382 sqft
VERIFIED,SUPERAGENT,Apartment,"720,000 AED","Kyoto by ORO24, Arjan, Dubai",studio,1,390 sqft
VERIFIED,SUPERAGENT,Penthouse,"5,350,000 AED","Urban Oasis, Business Bay, Dubai",3,4,"1,914 sqft"
VERIFIED,SUPERAGENT,Apartment,"23,950,000 AED","Al Bahar Residences, The Old Town Island, Downtown Dubai, Dubai",3,4,"1,832 sqft"
N/A,SUPERAGENT,Townhouse,"2,499,999 AED","Costa Brava 1, Costa Brava at DAMAC Lagoons, Damac Lagoons, Dubai",4,3,"2,280 sqft"
VERIFIED,SUPERAGENT,Villa,"8,350,000 AED","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,6,"4,031 sqft"
VERIFIED,SUPERAGENT,Villa,"8,500,000 AED","Rahat, Mudon, Dubai",5,6,"7,912 sqft"
VERIFIED,N/A,Apartment,"6,200,000 AED","Al Sultana, Shoreline Apartments, Palm Jumeirah, Dubai",3,3,"2,158 sqft"
N/A,SUPERAGENT,Villa,"2,650,000 AED","The Townhouses at Al Hamra Village, Al Hamra Village, Ras Al Khaimah",3,4,"2,717 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","Concorde Tower, JLT Cluster H, Jumeirah Lake Towers, Dubai",1,2,638 sqft
VERIFIED,SUPERAGENT,Villa,"12,999,999 AED","Jouri Hills, Jumeirah Golf Estates, Dubai",5,6,"6,620 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,800,000 AED","Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",3,4,"2,657 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,530,000 AED","Sky Gardens, DIFC, Dubai",studio,1,574 sqft
VERIFIED,SUPERAGENT,Apartment,"4,900,000 AED","Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",2,3,"1,445 sqft"
N/A,SUPERAGENT,Villa,"1,400,000 AED","Al Helio 2, Al Helio, Ajman",3,6,"3,014 sqft"
N/A,SUPERAGENT,Villa,"1,480,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",5,7,"3,014 sqft"
VERIFIED,N/A,Apartment,"3,050,000 AED","Canal Bay, Business Bay, Dubai",3,3,"1,449 sqft"
VERIFIED,N/A,Apartment,"1,200,000 AED","New Dubai Gate 2, JLT Cluster A, Jumeirah Lake Towers, Dubai",1,2,887 sqft
VERIFIED,SUPERAGENT,Apartment,"800,000 AED","Hera Tower, Dubai Sports City, Dubai",1,2,748 sqft
VERIFIED,N/A,Apartment,"650,000 AED","Myka Residence, Dubai Production City (IMPZ), Dubai",studio,1,442 sqft
VERIFIED,SUPERAGENT,Apartment,"700,000 AED","The Pulse Residence, The Pulse, Dubai South (Dubai World Central), Dubai",1,1,642 sqft
N/A,SUPERAGENT,Apartment,"952,000 AED","Bloom Living, Zayed City (Khalifa City C), Khalifa City, Abu Dhabi",1,2,624 sqft
VERIFIED,SUPERAGENT,Apartment,"1,925,000 AED","Marina Shores, Dubai Marina, Dubai",1,1,747 sqft
VERIFIED,SUPERAGENT,Apartment,"1,800,000 AED","Creek Beach Lotus, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",1,1,733 sqft
VERIFIED,SUPERAGENT,Apartment,"1,315,600 AED","Canal Heights 2, Business Bay, Dubai",studio,1,450 sqft
VERIFIED,SUPERAGENT,Villa,"7,900,000 AED","The Aldea, The Villa, Dubai Land, Dubai",5,7,"6,124 sqft"
VERIFIED,SUPERAGENT,Villa,"8,300,000 AED","District 3C, Jumeirah Village Triangle, Dubai",5,6,"7,228 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,235,000 AED","Amargo, Damac Hills 2, Dubai",3,3,"1,696 sqft"
N/A,SUPERAGENT,Apartment,"1,649,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",3,5,"1,778 sqft"
N/A,SUPERAGENT,Villa,"6,500,000 AED","Masaar Azalea, Masaar, Tilal City, Sharjah",5,7,"6,560 sqft"
N/A,N/A,Villa,"1,330,000 AED","Al Helio 2, Al Helio, Ajman",5,7,"3,100 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,290,000 AED","Avenue Residence 4, Avenue Residence, Al Furjan, Dubai",1,2,850 sqft
VERIFIED,SUPERAGENT,Villa,"3,750,000 AED","La Rosa 2, Villanova, Dubai Land, Dubai",4,4,"2,466 sqft"
N/A,SUPERAGENT,Apartment,"750,000 AED","Oasis Tower, Al Rashidiya 1, Al Rashidiya, Ajman",2,2,"1,540 sqft"
N/A,SUPERAGENT,Villa,"1,600,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",5,7,"3,014 sqft"
N/A,SUPERAGENT,Land,"330,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",N/A,N/A,"1,722 sqft"
N/A,SUPERAGENT,Land,"460,000 AED","Al Helio 2, Al Helio, Ajman",N/A,N/A,"2,417 sqft"
N/A,SUPERAGENT,Land,"1,450,000 AED","Al Mowaihat 2, Al Mowaihat, Ajman",N/A,N/A,"4,300 sqft"
VERIFIED,SUPERAGENT,Apartment,"850,000 AED","AZIZI Riviera 47, Meydan One, Meydan, Dubai",1,1,429 sqft
N/A,SUPERAGENT,Land,"320,000 AED","Manama, Ajman",N/A,N/A,"10,000 sqft"
N/A,SUPERAGENT,Land,"580,000 AED","Al Helio 2, Al Helio, Ajman",N/A,N/A,"3,014 sqft"
N/A,SUPERAGENT,Land,"2,150,000 AED","Al Rawda 1, Al Rawda, Ajman",N/A,N/A,"10,000 sqft"
N/A,SUPERAGENT,Land,"455,000 AED","Al Serra Residential Area, Umm Al Quwain",N/A,N/A,"3,014 sqft"
N/A,SUPERAGENT,Land,"140,000 AED","Manama, Ajman",N/A,N/A,"1,725 sqft"
N/A,SUPERAGENT,Apartment,"1,349,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",2,3,"1,278 sqft"
N/A,SUPERAGENT,Townhouse,"1,730,000 AED","Hayyan, Sharjah",2,4,"1,964 sqft"
N/A,SUPERAGENT,Land,"6,000,000 AED","Al Mizhar 2, Al Mizhar, Dubai",N/A,N/A,"20,000 sqft"
VERIFIED,SUPERAGENT,Villa,"8,199,999 AED","Ponderosa, The Villa, Dubai Land, Dubai",5,6,"9,878 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","Marina Diamond 6, Marina Diamonds, Dubai Marina, Dubai",1,2,713 sqft
VERIFIED,SUPERAGENT,Apartment,"550,000 AED","Al Khail Heights, Al Quoz, Dubai",studio,1,424 sqft
VERIFIED,N/A,Townhouse,"3,050,000 AED","Arabella Townhouses 1, Arabella Townhouses, Mudon, Dubai",3,3,"2,015 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,150,000 AED","Al Andalus Tower D, Al Andalus, Jumeirah Golf Estates, Dubai",2,3,"1,379 sqft"
N/A,SUPERAGENT,Apartment,"1,860,000 AED","Hillsedge, Dubai Hills, Dubai Hills Estate, Dubai",1,2,711 sqft
N/A,SUPERAGENT,Apartment,"2,170,000 AED","Terra Heights, Expo City, Dubai",2,3,"1,111 sqft"
N/A,N/A,Villa,"1,360,000 AED","Al Helio 2, Al Helio, Ajman",3,5,"3,014 sqft"
N/A,SUPERAGENT,Villa,"2,699,999 AED","Damac Riverside - Sage, Dubai Investment Park 2 (DIP 2), Dubai Investment Park (DIP), Dubai",4,5,"1,555 sqft"
VERIFIED,N/A,Apartment,"3,000,000 AED","Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",1,2,711 sqft
VERIFIED,N/A,Apartment,"4,700,000 AED","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",2,3,"1,312 sqft"
VERIFIED,N/A,Apartment,"4,800,000 AED","Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",2,3,"1,426 sqft"
VERIFIED,N/A,Apartment,"2,700,000 AED","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",1,2,828 sqft
VERIFIED,N/A,Apartment,"8,200,000 AED","Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",3,4,"1,927 sqft"
VERIFIED,SUPERAGENT,Apartment,"7,000,000 AED","Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,381 sqft"
VERIFIED,SUPERAGENT,Villa,"1,680,000 AED","Casablanca Boutique Villas, Zinnia, Damac Hills 2, Dubai",3,5,"1,956 sqft"
N/A,SUPERAGENT,Villa,"1,900,000 AED","Al Zahia 2, Al Zahia, Muwaileh Commercial, Sharjah",3,4,"1,800 sqft"
VERIFIED,SUPERAGENT,Villa,"7,700,000 AED","Legacy Nova Villas, Jumeirah Park, Dubai",4,3,"4,154 sqft"
VERIFIED,SUPERAGENT,Villa,"3,800,000 AED","Springs 9, The Springs, Dubai",2,3,"1,647 sqft"
N/A,SUPERAGENT,Townhouse,"1,900,000 AED","Bloom Living, Zayed City (Khalifa City C), Khalifa City, Abu Dhabi",2,3,"1,335 sqft"
N/A,SUPERAGENT,Villa,"1,780,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",5,7,"3,200 sqft"
VERIFIED,SUPERAGENT,Villa,"5,200,000 AED","Al Reem 1, Al Reem, Arabian Ranches, Dubai",3,3,"2,292 sqft"
N/A,SUPERAGENT,Villa,"4,000,000 AED","Alreeman, Al Shamkha, Abu Dhabi",5,7,"5,490 sqft"
VERIFIED,N/A,Apartment,"3,100,000 AED","Golf Veduta B, Golf Veduta Hotel Apartments, DAMAC Hills, Dubai",3,4,"2,824 sqft"
N/A,SUPERAGENT,Land,"1,650,000 AED","Alreeman II, Al Shamkha, Abu Dhabi",N/A,N/A,"5,489 sqft"
N/A,SUPERAGENT,Villa,"7,300,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,6,"7,750 sqft"
VERIFIED,SUPERAGENT,Apartment,"8,500,000 AED","Burj Khalifa, Burj Khalifa Area, Downtown Dubai, Dubai",3,4,"2,333 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,600,000 AED","Hemaim Community, Al Raha Gardens, Abu Dhabi",3,5,"2,159 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,950,000 AED","Noya Viva, Noya, Yas Island, Abu Dhabi",3,4,"1,816 sqft"
VERIFIED,N/A,Villa,"11,500,000 AED","Novelia, Victory Heights, Dubai Sports City, Dubai",5,4,"4,313 sqft"
N/A,SUPERAGENT,Apartment,"2,616,888 AED","Topaz Residences, Maryam Island, Sharjah",3,4,"2,023 sqft"
N/A,SUPERAGENT,Apartment,"735,000 AED","Sapphire Beach Residence, Maryam Beach Residence, Maryam Island, Sharjah",1,1,730 sqft
N/A,SUPERAGENT,Apartment,"1,700,000 AED","Sapphire Beach Residence, Maryam Beach Residence, Maryam Island, Sharjah",3,3,"1,576 sqft"
N/A,SUPERAGENT,Apartment,"450,000 AED","Rimal Residences, Maryam Island, Sharjah",studio,1,340 sqft
N/A,SUPERAGENT,Apartment,"1,850,888 AED","Layla Residences, Maryam Island, Sharjah",3,3,"1,750 sqft"
VERIFIED,SUPERAGENT,Villa,"17,000,000 AED","Sidra Villas I, Sidra Villas, Dubai Hills Estate, Dubai",4,5,"5,659 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,900,000 AED","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",1,1,770 sqft
VERIFIED,SUPERAGENT,Villa,"5,000,000 AED","Azalea, Arabian Ranches 2, Dubai",3,3,"3,081 sqft"
N/A,SUPERAGENT,Apartment,"621,999 AED","Ajman One - Phase 2, Ajman Downtown, Ajman",1,2,"1,110 sqft"
VERIFIED,N/A,Villa,"5,500,000 AED","Springs 14, The Springs, Dubai",3,3,"2,456 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,000,000 AED","May, Arabian Ranches 3, Dubai",3,4,"1,559 sqft"
VERIFIED,SUPERAGENT,Villa,"32,000,000 AED","Lunaria, Al Barari Villas, Al Barari, Dubai",5,6,"13,710 sqft"
VERIFIED,SUPERAGENT,Villa,"25,000,000 AED","Les 8, Al Barari Villas, Al Barari, Dubai",6,7,"13,685 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,150,000 AED","Parkside 1, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,850 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,325,000 AED","Greenview, EMAAR South, Dubai South (Dubai World Central), Dubai",3,3,"1,992 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,800,000 AED","Parkside 2, EMAAR South, Dubai South (Dubai World Central), Dubai",4,4,"2,545 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,500,000 AED","Greenview, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,990 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,100,000 AED","Greenview, EMAAR South, Dubai South (Dubai World Central), Dubai",4,4,"2,453 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,200,000 AED","Parkside 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,992 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,100,000 AED","Bliss, Arabian Ranches 3, Dubai",4,5,"2,880 sqft"
VERIFIED,SUPERAGENT,Villa,"12,999,999 AED","Legacy, Jumeirah Park, Dubai",5,7,"8,617 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","The Torch, Dubai Marina, Dubai",2,2,"1,258 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,400,000 AED","DEC Tower 2, DEC Towers, Dubai Marina, Dubai",1,2,823 sqft
N/A,SUPERAGENT,Apartment,"620,000 AED","Ajman One - Phase 2, Ajman Downtown, Ajman",1,2,"1,206 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,799,000 AED","Jadeel 2, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,2,"1,135 sqft"
N/A,SUPERAGENT,Land,"2,600,000 AED","Alreeman II, Al Shamkha, Abu Dhabi",N/A,N/A,"11,364 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,925,000 AED","Quortaj, North Village, Al Furjan, Dubai",3,4,"2,396 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,400,000 AED","St Regis The Residences, Burj Khalifa Area, Downtown Dubai, Dubai",2,2,"1,280 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,750,000 AED","Viewz 1 by Danube, Viewz by DANUBE, Jumeirah Lake Towers, Dubai",1,1,806 sqft
VERIFIED,SUPERAGENT,Apartment,"890,000 AED","The East Crest by Meteora, Jumeirah Village Circle, Dubai",1,2,723 sqft
N/A,SUPERAGENT,Apartment,"1,550,000 AED","Darb 4, Al Mamsha, Muwaileh, Sharjah",3,4,"1,900 sqft"
N/A,SUPERAGENT,Villa,"4,100,000 AED","Al Tay Hills, Al Tay West, Al Suyoh, Sharjah",4,5,"4,810 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,900,000 AED","Amaranta, Villanova, Dubai Land, Dubai",3,3,"1,943 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,650,000 AED","Palace Beach Residence, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,732 sqft
VERIFIED,SUPERAGENT,Apartment,"1,600,000 AED","Burj Views A, Burj Views, Downtown Dubai, Dubai",1,2,782 sqft
VERIFIED,SUPERAGENT,Villa,"7,950,000 AED","Farm Gardens, The Valley, Dubai",5,6,"10,000 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,180,000 AED","Avenue Residence 4, Avenue Residence, Al Furjan, Dubai",1,2,774 sqft
N/A,SUPERAGENT,Villa,"15,100,000 AED","Karl Lagerfeld Villas, Nad Al Sheba, Dubai",6,7,"7,769 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,950,000 AED","Bluewaters Bay Building 1, Bluewaters Bay, Bluewaters, Dubai",2,3,"1,682 sqft"
N/A,SUPERAGENT,Villa,"11,350,000 AED","Alaya, Tilal Al Ghaf, Dubai",5,7,"6,222 sqft"
VERIFIED,SUPERAGENT,Apartment,"890,000 AED","Green Park, Jumeirah Village Triangle, Dubai",1,2,"1,061 sqft"
N/A,SUPERAGENT,Apartment,"1,100,000 AED","Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah",2,3,"1,283 sqft"
VERIFIED,SUPERAGENT,Villa,"4,500,000 AED","Mira 2, Mira, Reem, Dubai",4,4,"4,150 sqft"
N/A,SUPERAGENT,Apartment,"3,100,000 AED","Souk Al Jubail, Al Jubail Island, Abu Dhabi",2,3,"1,599 sqft"
